Runs	oilvis	dtmax	kvkh	mflt1	mflt2	mflt3	mflt4	oilexp	owc	sorw	swc	watexp	scen	prop	size	perm	poro
run237	9.7498100000	91.2500000000	0.1000000000	0.4243050000	0.8438650000	0.2887140000	0.8655800000	3.0576600000	-1068.3800000000	0.2115770000	0.2769450000	1.9210100000	3.0000000000	45.5486000000	196.3160000000	308	641
run238	15.7938000000	182.5000000000	0.1000000000	0.8501280000	0.1184500000	0.8465900000	0.4974040000	2.8755200000	-1067.8200000000	0.2110320000	0.1887730000	2.0263600000	1.0000000000	37.0516000000	186.9290000000	550	434
run239	10.4724000000	182.5000000000	0.1000000000	0.0136713000	0.5895460000	0.3195450000	0.8179690000	2.7935500000	-1070.7300000000	0.1892910000	0.2287930000	1.9190800000	1.0000000000	31.9684000000	171.4620000000	708	302
run240	8.5321300000	182.5000000000	0.0100000000	0.9001190000	0.7616530000	0.4783470000	0.2645150000	3.0617000000	-1062.2000000000	0.2608950000	0.2102660000	2.1884400000	2.0000000000	32.7674000000	188.7840000000	725	339
run241	10.2317000000	182.5000000000	0.0010000000	0.3576440000	0.4741760000	0.0213551000	0.0278532000	2.9054400000	-1061.5500000000	0.2371660000	0.1820270000	2.0618400000	1.0000000000	44.4932000000	150.2760000000	420	496
run242	9.4843600000	365.0000000000	0.0010000000	0.6235830000	0.8998940000	0.5948560000	0.4735280000	3.0547400000	-1068.5500000000	0.2217100000	0.2299510000	2.0563000000	1.0000000000	49.4110000000	233.1280000000	79	688
run243	9.5476300000	182.5000000000	0.0100000000	0.4972560000	0.7884890000	0.1483950000	0.1773730000	3.2551700000	-1071.1100000000	0.2062740000	0.2563450000	1.9951900000	3.0000000000	34.7621000000	182.4000000000	708	431
run244	13.2143000000	182.5000000000	0.0010000000	0.3989300000	0.9315090000	0.4409650000	0.9329810000	3.2345000000	-1061.8800000000	0.2197320000	0.2022160000	2.0113300000	2.0000000000	31.4331000000	270.4890000000	808	302
run245	4.8200300000	182.5000000000	0.0010000000	0.8054690000	0.0474517000	0.1331650000	0.3581330000	3.3366400000	-1063.0000000000	0.2044950000	0.1961110000	1.9993900000	2.0000000000	39.8282000000	288.7810000000	658	433
run246	8.2859700000	365.0000000000	0.0010000000	0.3293890000	0.8622740000	0.1918770000	0.7521280000	2.7460100000	-1068.6700000000	0.1553270000	0.1285670000	1.9550900000	2.0000000000	48.3715000000	161.2320000000	191	684
run247	10.3082000000	91.2500000000	0.0100000000	0.6029340000	0.6231700000	0.4165910000	0.5633740000	2.7366500000	-1067.2100000000	0.2178430000	0.1903660000	1.8323000000	2.0000000000	47.7892000000	243.8640000000	308	646
run248	9.4751600000	91.2500000000	0.0010000000	0.4465010000	0.3639810000	0.7780440000	0.8338540000	2.9442500000	-1071.9100000000	0.1907690000	0.1883020000	1.9590600000	1.0000000000	44.0214000000	192.6050000000	494	496
run249	11.2158000000	365.0000000000	0.0010000000	0.2976290000	0.2195900000	0.0632260000	0.8131320000	2.8267100000	-1074.3700000000	0.1830780000	0.2347520000	2.0407600000	2.0000000000	40.3507000000	169.4780000000	522	496
run250	9.6034000000	91.2500000000	0.1000000000	0.7544280000	0.4316260000	0.4914840000	0.9866820000	2.7708200000	-1061.5400000000	0.2060410000	0.2374060000	2.0580700000	2.0000000000	33.7226000000	128.9680000000	708	431
run251	10.0131000000	365.0000000000	0.0010000000	0.6091960000	0.1746270000	0.5996140000	0.5688260000	3.2444800000	-1069.4800000000	0.2374470000	0.1468760000	1.9352000000	1.0000000000	36.9246000000	220.5850000000	708	431
run252	9.9841300000	365.0000000000	0.0010000000	0.9838460000	0.7214850000	0.6421130000	0.2037020000	2.6894200000	-1067.4900000000	0.1963050000	0.2078080000	2.0419100000	2.0000000000	38.1564000000	126.7100000000	658	433
run253	10.4501000000	91.2500000000	0.0100000000	0.9786520000	0.9691140000	0.2408950000	0.4546820000	2.9408900000	-1075.3100000000	0.2393580000	0.0719895000	2.1442800000	2.0000000000	40.7291000000	184.7070000000	420	496
run254	9.2611800000	182.5000000000	0.0100000000	0.6731690000	0.8073910000	0.4740670000	0.1202260000	3.1356000000	-1068.2000000000	0.1105420000	0.2122930000	2.0106700000	1.0000000000	33.6775000000	217.2770000000	680	357
run255	10.9398000000	91.2500000000	0.0010000000	0.7190880000	0.1421330000	0.5913520000	0.1611140000	2.5877600000	-1068.0000000000	0.2105510000	0.2201130000	2.1481300000	2.0000000000	43.9494000000	209.7510000000	307	641
run256	11.1514000000	91.2500000000	0.0010000000	0.3689630000	0.7354920000	0.5460330000	0.0301814000	3.1592800000	-1064.9500000000	0.1769740000	0.2090310000	1.9439600000	3.0000000000	45.3600000000	252.1100000000	421	496
run257	11.0933000000	365.0000000000	0.1000000000	0.3756880000	0.2893680000	0.5402950000	0.2895460000	3.1900900000	-1070.8800000000	0.1921580000	0.1224950000	2.0183800000	2.0000000000	38.1753000000	231.3330000000	522	496
run258	9.0586000000	91.2500000000	0.0010000000	0.3073600000	0.5720170000	0.4624050000	0.6801230000	3.3027200000	-1069.5000000000	0.1978620000	0.1694920000	2.1315100000	2.0000000000	42.9124000000	273.2170000000	421	641
run259	7.6142600000	91.2500000000	0.0100000000	0.0404928000	0.9344020000	0.5554300000	0.2667060000	2.3581800000	-1072.3000000000	0.2708150000	0.2314740000	1.9796700000	1.0000000000	40.4886000000	293.3960000000	446	556
run260	7.6730900000	365.0000000000	0.0010000000	0.1968440000	0.6426810000	0.7880060000	0.6434170000	3.0609600000	-1064.2300000000	0.2070270000	0.1757720000	2.1405900000	3.0000000000	36.0115000000	149.5310000000	658	433
run261	9.3443700000	182.5000000000	0.0100000000	0.6604460000	0.3918380000	0.1628640000	0.1960490000	3.0158700000	-1064.3000000000	0.2557220000	0.2469480000	1.9528800000	2.0000000000	30.4993000000	273.6990000000	804	265
run262	10.7924000000	182.5000000000	0.1000000000	0.5218250000	0.0009530310	0.7334610000	0.3972180000	3.4626900000	-1065.0200000000	0.1846530000	0.2688730000	1.8284700000	2.0000000000	40.6394000000	282.8300000000	421	641
run263	10.4456000000	365.0000000000	0.0010000000	0.8584360000	0.0244679000	0.3136810000	0.5345050000	3.1863500000	-1072.1400000000	0.2149190000	0.1955610000	2.1801700000	1.0000000000	43.0815000000	152.4250000000	332	646
run264	9.1956400000	182.5000000000	0.1000000000	0.6913640000	0.5416050000	0.1800400000	0.6122010000	2.7378600000	-1065.7900000000	0.2491400000	0.1221360000	1.9379000000	1.0000000000	39.6146000000	224.5950000000	468	502
run265	8.2396200000	91.2500000000	0.0010000000	0.9487620000	0.2207040000	0.4865710000	0.8200600000	3.0833200000	-1075.5400000000	0.2688150000	0.2533350000	1.9732900000	1.0000000000	47.5408000000	119.2820000000	160	684
run266	10.6683000000	365.0000000000	0.0100000000	0.5802730000	0.2935830000	0.8953870000	0.6912680000	2.9698000000	-1070.6300000000	0.2400230000	0.1969070000	2.0498500000	2.0000000000	47.6470000000	114.6240000000	308	646
run267	10.8787000000	365.0000000000	0.1000000000	0.2352180000	0.8964160000	0.8162850000	0.8419920000	3.1522100000	-1075.0400000000	0.1532650000	0.2005360000	1.9973200000	2.0000000000	35.8675000000	146.1130000000	658	431
run268	9.5413900000	182.5000000000	0.0100000000	0.5117180000	0.9531050000	0.8206780000	0.1842320000	2.9192800000	-1062.2100000000	0.1996720000	0.2119420000	2.0379800000	1.0000000000	48.6395000000	162.9660000000	191	684
run269	6.5919300000	365.0000000000	0.0100000000	0.1971380000	0.7942330000	0.3516340000	0.3176730000	3.3485600000	-1072.7100000000	0.2534540000	0.2240060000	2.0154300000	3.0000000000	43.6631000000	111.4020000000	284	641
run270	8.7078300000	365.0000000000	0.0010000000	0.5584730000	0.4079220000	0.4799740000	0.9005840000	3.1446100000	-1062.0600000000	0.1895150000	0.1472230000	1.9510200000	3.0000000000	44.3956000000	209.9580000000	389	553
run271	10.4068000000	91.2500000000	0.1000000000	0.6982510000	0.1359430000	0.1237000000	0.2353140000	2.8427100000	-1075.2500000000	0.1332090000	0.1650210000	1.9802900000	3.0000000000	49.6826000000	120.4290000000	190	684
run272	12.0967000000	91.2500000000	0.0100000000	0.3350110000	0.6303690000	0.0691817000	0.9410750000	2.8896400000	-1067.5200000000	0.3032610000	0.2359630000	1.8656300000	2.0000000000	42.8751000000	269.0180000000	421	641
run273	9.4045800000	91.2500000000	0.0010000000	0.5642410000	0.1329770000	0.8897100000	0.4146190000	2.8557200000	-1065.5700000000	0.1465120000	0.2337770000	2.0127100000	2.0000000000	37.9659000000	125.5750000000	523	435
run274	8.2523400000	365.0000000000	0.1000000000	0.0428117000	0.0692433000	0.0729118000	0.4920110000	3.3003300000	-1070.5300000000	0.1336620000	0.2086070000	1.9263600000	1.0000000000	30.8820000000	236.6680000000	841	217
run275	12.1875000000	365.0000000000	0.0010000000	0.1379100000	0.0939444000	0.4984200000	0.1579530000	2.8812300000	-1070.4500000000	0.2175790000	0.1313020000	1.9367200000	1.0000000000	43.7901000000	164.1860000000	429	539
run276	11.7862000000	182.5000000000	0.0100000000	0.8931980000	0.7789040000	0.2544930000	0.9437230000	3.2757600000	-1066.8800000000	0.1394590000	0.1717950000	1.9794500000	2.0000000000	34.3953000000	206.1010000000	658	431
run277	8.3888300000	182.5000000000	0.0010000000	0.0158723000	0.3400350000	0.2955470000	0.9870250000	2.4257300000	-1066.4000000000	0.1560960000	0.2410950000	2.1694300000	2.0000000000	30.5390000000	124.1340000000	808	302
run278	11.6333000000	91.2500000000	0.0100000000	0.0750304000	0.0653747000	0.1405140000	0.6147450000	3.3079500000	-1063.6100000000	0.2615620000	0.1495580000	2.1255800000	3.0000000000	32.5361000000	106.5070000000	708	302
run279	11.0349000000	91.2500000000	0.0010000000	0.4646010000	0.9949260000	0.0450044000	0.3055710000	3.2498900000	-1069.1500000000	0.1847750000	0.1855360000	2.1142000000	1.0000000000	46.4476000000	160.2370000000	191	644
run280	9.3790300000	91.2500000000	0.0100000000	0.4428180000	0.5336550000	0.7830160000	0.7353990000	3.2315900000	-1070.9900000000	0.2274850000	0.0889463000	1.9456700000	1.0000000000	30.2173000000	200.4360000000	821	284
run281	9.8968700000	365.0000000000	0.0100000000	0.5183780000	0.2068330000	0.4200590000	0.7796700000	3.0441700000	-1074.5100000000	0.2106440000	0.2031720000	2.0989600000	1.0000000000	38.1704000000	193.7830000000	522	496
run282	9.9228300000	365.0000000000	0.0100000000	0.5568910000	0.0620946000	0.8760220000	0.2469780000	2.8019500000	-1071.5100000000	0.2033540000	0.0748784000	1.9496300000	1.0000000000	31.8519000000	274.2730000000	826	298
run283	11.8976000000	91.2500000000	0.0010000000	0.8224910000	0.3860720000	0.5245430000	0.5259320000	2.9203500000	-1063.5900000000	0.2753100000	0.2143940000	2.0381700000	1.0000000000	40.1566000000	261.7050000000	500	422
run284	11.6779000000	182.5000000000	0.1000000000	0.3438660000	0.5161830000	0.8506820000	0.9157490000	3.1426100000	-1070.1400000000	0.2182950000	0.2889210000	1.9515600000	1.0000000000	35.9853000000	266.6190000000	665	417
run285	7.6375600000	182.5000000000	0.0100000000	0.6397900000	0.7799690000	0.7156000000	0.7452650000	3.0041900000	-1061.2300000000	0.1569180000	0.2010270000	2.0454100000	1.0000000000	36.6433000000	116.6140000000	647	434
run286	11.7251000000	91.2500000000	0.0100000000	0.2616290000	0.6949100000	0.5542030000	0.1100600000	3.2166900000	-1075.7600000000	0.1873650000	0.2128940000	1.8572000000	2.0000000000	31.6669000000	241.6610000000	809	302
run287	8.9626900000	365.0000000000	0.0010000000	0.2600400000	0.2792150000	0.3279580000	0.8075600000	3.0280300000	-1075.2700000000	0.2103700000	0.1893500000	1.9892300000	3.0000000000	42.7451000000	169.4540000000	420	559
run288	8.8073800000	91.2500000000	0.0100000000	0.1897130000	0.5450980000	0.6248110000	0.9936610000	2.8586100000	-1075.2000000000	0.2523100000	0.1845160000	2.0177100000	2.0000000000	41.6208000000	133.4910000000	421	641
run289	11.0981000000	91.2500000000	0.1000000000	0.8132820000	0.2786850000	0.0919897000	0.9646330000	2.8998600000	-1064.4400000000	0.1837320000	0.1506390000	1.8229800000	2.0000000000	47.5213000000	252.1710000000	50	707
run290	8.7389800000	91.2500000000	0.1000000000	0.6343140000	0.8445190000	0.8987260000	0.1056550000	2.8223400000	-1073.7600000000	0.2090950000	0.1622020000	2.0752400000	2.0000000000	46.7284000000	230.0150000000	308	646
run291	13.3488000000	182.5000000000	0.1000000000	0.8175530000	0.2217970000	0.7600660000	0.5809290000	2.9900300000	-1070.6500000000	0.2112800000	0.1890300000	2.1350400000	3.0000000000	46.7931000000	275.4390000000	330	646
run292	13.2244000000	182.5000000000	0.0010000000	0.8922000000	0.7909490000	0.4699960000	0.6517540000	3.4253000000	-1073.2900000000	0.1798300000	0.1467200000	2.0293600000	1.0000000000	49.7937000000	115.6440000000	152	682
run293	10.0792000000	365.0000000000	0.1000000000	0.9286460000	0.8374250000	0.9495100000	0.9548670000	3.1458300000	-1072.9100000000	0.2066060000	0.2309860000	1.8716700000	3.0000000000	46.7241000000	283.2150000000	191	645
run294	9.5570200000	91.2500000000	0.0100000000	0.1146570000	0.2994280000	0.8487000000	0.2023800000	3.0681800000	-1062.5000000000	0.2079350000	0.2315720000	1.9221300000	3.0000000000	48.3343000000	255.6200000000	191	646
run295	7.3769200000	91.2500000000	0.1000000000	0.5934580000	0.7911450000	0.2293610000	0.3205360000	3.2598500000	-1073.1200000000	0.2360040000	0.1995120000	1.9613600000	2.0000000000	33.6116000000	170.5590000000	809	302
run296	13.5406000000	365.0000000000	0.1000000000	0.3088830000	0.7143420000	0.3556260000	0.2769980000	2.4972300000	-1073.4400000000	0.1941660000	0.2573340000	2.0559800000	2.0000000000	32.7833000000	181.8140000000	708	346
run297	10.7198000000	365.0000000000	0.1000000000	0.4945890000	0.7927630000	0.5656290000	0.3246810000	3.2486400000	-1068.9100000000	0.2606280000	0.1065460000	1.7790900000	1.0000000000	41.9773000000	175.3870000000	436	537
run298	7.1669700000	365.0000000000	0.0100000000	0.8463750000	0.3245120000	0.3228680000	0.1285470000	3.0648100000	-1071.0400000000	0.1801590000	0.2655990000	1.9677500000	2.0000000000	42.9972000000	173.0120000000	420	641
run299	9.9006500000	182.5000000000	0.0100000000	0.9529150000	0.4010280000	0.5208460000	0.4991590000	2.9805200000	-1073.8300000000	0.2554840000	0.2786820000	1.8346400000	1.0000000000	45.9581000000	211.9540000000	306	645
run300	10.8230000000	365.0000000000	0.0100000000	0.3479760000	0.7813830000	0.1836640000	0.3830110000	3.0452500000	-1061.2500000000	0.2411400000	0.2036590000	2.0612800000	2.0000000000	47.6446000000	103.7050000000	308	646
run301	13.4269000000	91.2500000000	0.0010000000	0.9036250000	0.0397134000	0.5787120000	0.3312110000	3.0458800000	-1067.7700000000	0.1950580000	0.1882160000	1.8814600000	2.0000000000	39.3863000000	195.6020000000	523	496
run302	8.2034500000	365.0000000000	0.1000000000	0.4729620000	0.5447970000	0.6661430000	0.4119030000	2.9603000000	-1075.2200000000	0.2473790000	0.2308270000	2.0199900000	3.0000000000	37.3232000000	210.5810000000	658	435
run303	11.3008000000	365.0000000000	0.0010000000	0.9216480000	0.6415180000	0.6040540000	0.2659790000	2.7892700000	-1063.0500000000	0.2245260000	0.2472060000	2.1657700000	2.0000000000	43.1144000000	220.4020000000	421	641
run304	8.1799800000	91.2500000000	0.0100000000	0.9566830000	0.0764504000	0.7130150000	0.2373550000	2.9940900000	-1073.7800000000	0.2260880000	0.1729700000	1.9633800000	1.0000000000	34.6193000000	101.2880000000	708	431
run305	10.6075000000	91.2500000000	0.0100000000	0.9761780000	0.9960600000	0.3173580000	0.8104520000	3.1269400000	-1075.8600000000	0.1874910000	0.2413560000	2.1285200000	1.0000000000	31.5564000000	168.7520000000	708	374
run306	9.8148400000	182.5000000000	0.0100000000	0.5165970000	0.3783760000	0.0975899000	0.7007460000	2.7838300000	-1064.0800000000	0.2373440000	0.1701440000	2.1005100000	1.0000000000	36.0860000000	221.0790000000	633	431
run307	13.0160000000	91.2500000000	0.1000000000	0.4766410000	0.1956420000	0.3476040000	0.4290040000	3.0772300000	-1074.8100000000	0.1285080000	0.2817180000	2.0654400000	2.0000000000	40.6034000000	282.1100000000	522	496
run308	9.9055400000	365.0000000000	0.1000000000	0.9094630000	0.9308970000	0.0201223000	0.5995150000	2.8076300000	-1073.0800000000	0.1278050000	0.0928131000	1.9073900000	2.0000000000	45.6072000000	270.1530000000	191	646
run309	10.2372000000	182.5000000000	0.0100000000	0.0143651000	0.2048690000	0.7212570000	0.5193760000	2.6020300000	-1071.0100000000	0.2768610000	0.2003650000	2.0186400000	1.0000000000	35.1210000000	268.0840000000	714	393
run310	13.3731000000	365.0000000000	0.0010000000	0.2219700000	0.8821710000	0.7224860000	0.4673710000	3.2640300000	-1073.3100000000	0.1427510000	0.1189820000	2.0529200000	2.0000000000	34.7572000000	210.6110000000	706	431
run311	6.8042600000	182.5000000000	0.1000000000	0.9243810000	0.3591500000	0.8412550000	0.5204170000	3.4744400000	-1064.7500000000	0.1183940000	0.1787530000	2.1460200000	1.0000000000	40.1163000000	173.4030000000	402	496
run312	11.4288000000	91.2500000000	0.1000000000	0.3172970000	0.9725410000	0.9984610000	0.1343520000	2.7978700000	-1065.2100000000	0.1254660000	0.2169590000	2.1074900000	1.0000000000	40.2158000000	180.8800000000	425	496
run313	6.9916800000	91.2500000000	0.0010000000	0.1085490000	0.9258100000	0.4996920000	0.3195390000	3.1133700000	-1065.6700000000	0.2164500000	0.2231970000	1.9861400000	3.0000000000	45.7653000000	111.5060000000	307	641
run314	13.2593000000	182.5000000000	0.0010000000	0.7869950000	0.8921810000	0.7907960000	0.7845720000	2.9341700000	-1072.8400000000	0.2284310000	0.1786730000	1.9987400000	3.0000000000	47.1502000000	118.1830000000	191	646
run315	11.5299000000	91.2500000000	0.1000000000	0.5869440000	0.0030385600	0.5354390000	0.8670430000	3.0032400000	-1061.9800000000	0.2166010000	0.1994010000	2.0690400000	3.0000000000	41.9913000000	135.9080000000	420	496
run316	7.1775100000	365.0000000000	0.0010000000	0.7021230000	0.4616840000	0.4132280000	0.7724830000	3.0093800000	-1066.6300000000	0.1444480000	0.2712160000	1.8437300000	1.0000000000	39.8953000000	255.7480000000	422	546
run317	11.1045000000	182.5000000000	0.0100000000	0.0454056000	0.1222510000	0.0678838000	0.8066140000	2.9918100000	-1069.7100000000	0.1346520000	0.1987770000	2.1339300000	2.0000000000	37.8292000000	216.4160000000	658	433
run318	8.4092100000	91.2500000000	0.0100000000	0.6847540000	0.9480010000	0.2652530000	0.7648690000	2.7544200000	-1066.7700000000	0.2068530000	0.1939560000	2.0553900000	1.0000000000	36.0451000000	216.6300000000	530	448
run319	14.9757000000	365.0000000000	0.1000000000	0.2310530000	0.8000970000	0.3426770000	0.5781400000	3.2430600000	-1064.1700000000	0.2596830000	0.2181860000	1.7955500000	1.0000000000	34.4032000000	196.5180000000	651	434
run320	10.8457000000	182.5000000000	0.0100000000	0.2064780000	0.6399890000	0.6398520000	0.7154670000	2.9353000000	-1063.6600000000	0.1533280000	0.2587510000	1.8513800000	2.0000000000	32.8932000000	252.8980000000	708	431
run321	9.6420500000	365.0000000000	0.0010000000	0.4457220000	0.2453340000	0.3323950000	0.5108940000	2.9457200000	-1071.0200000000	0.2447860000	0.2255510000	2.0897900000	3.0000000000	33.1050000000	297.4910000000	784	329
run322	10.3344000000	91.2500000000	0.0010000000	0.5325110000	0.2256230000	0.5172570000	0.3431570000	3.2588900000	-1071.7500000000	0.2086370000	0.2276150000	2.0010300000	3.0000000000	47.3138000000	102.9910000000	308	646
run323	11.3462000000	365.0000000000	0.1000000000	0.5386470000	0.5968650000	0.4491280000	0.7070830000	2.9231000000	-1075.5000000000	0.2259330000	0.3034830000	2.0063600000	1.0000000000	43.9720000000	130.5860000000	283	641
run324	7.7908000000	365.0000000000	0.1000000000	0.4327900000	0.3647200000	0.7719000000	0.7276640000	3.2735200000	-1061.8100000000	0.2157900000	0.1642750000	2.0677000000	2.0000000000	37.0418000000	204.3240000000	658	433
run325	8.8152200000	365.0000000000	0.1000000000	0.3045650000	0.8214290000	0.1527140000	0.6942590000	2.7478800000	-1064.7700000000	0.1975670000	0.1864460000	1.9569400000	1.0000000000	37.2915000000	175.8930000000	523	434
run326	8.3608800000	91.2500000000	0.0100000000	0.1883120000	0.7299720000	0.9509610000	0.5067470000	2.8671100000	-1072.5500000000	0.2652500000	0.1099540000	1.8682900000	2.0000000000	46.5032000000	141.6390000000	310	646
run327	8.3964100000	91.2500000000	0.0010000000	0.5771910000	0.1678590000	0.8627350000	0.4813440000	2.6177800000	-1068.1100000000	0.1013010000	0.2645360000	1.8773100000	1.0000000000	30.0122000000	260.1120000000	703	314
run328	12.6513000000	365.0000000000	0.0010000000	0.7399510000	0.8027780000	0.7265920000	0.2553400000	3.2055000000	-1069.5700000000	0.1450580000	0.0875003000	1.9484300000	1.0000000000	44.9303000000	297.2840000000	191	646
run329	10.2820000000	182.5000000000	0.0100000000	0.9197760000	0.2613940000	0.2479540000	0.1274850000	2.9545000000	-1070.3900000000	0.1827490000	0.2038790000	2.0566100000	1.0000000000	33.8289000000	175.2530000000	708	431
run330	11.6582000000	182.5000000000	0.0010000000	0.7595160000	0.9551900000	0.6682440000	0.9311450000	3.0796600000	-1064.8100000000	0.2577390000	0.3089290000	1.8989800000	1.0000000000	41.6233000000	166.0730000000	534	641
run331	9.2451600000	91.2500000000	0.0010000000	0.8121230000	0.7238280000	0.5141220000	0.2043610000	2.8593600000	-1062.7600000000	0.2600160000	0.1932480000	2.0619100000	1.0000000000	37.5198000000	197.1710000000	721	430
run332	7.1281100000	182.5000000000	0.0100000000	0.6775080000	0.8884220000	0.1554010000	0.3259240000	2.5823000000	-1069.4700000000	0.1776060000	0.1980600000	1.9736000000	3.0000000000	33.3802000000	260.5880000000	708	431
run333	9.0869700000	182.5000000000	0.0010000000	0.0309761000	0.9610850000	0.1433410000	0.6620530000	3.4582700000	-1070.8900000000	0.1606640000	0.2029010000	2.1493800000	1.0000000000	36.7147000000	282.5560000000	658	433
run334	6.4252900000	91.2500000000	0.1000000000	0.4915760000	0.8734260000	0.6267570000	0.0584334000	3.2125300000	-1070.5200000000	0.2621320000	0.2174890000	1.9850900000	1.0000000000	32.1284000000	215.7990000000	808	340
run335	9.0097400000	182.5000000000	0.1000000000	0.2893810000	0.5421000000	0.7513820000	0.3915000000	3.2012800000	-1068.4300000000	0.1699390000	0.2986890000	2.0169600000	3.0000000000	37.9238000000	175.3870000000	658	433
run336	12.0196000000	365.0000000000	0.1000000000	0.4903110000	0.9138300000	0.9841690000	0.2593140000	2.5228600000	-1065.1100000000	0.1770570000	0.2994020000	2.1782000000	3.0000000000	37.8671000000	153.4130000000	658	433
run337	12.1549000000	182.5000000000	0.0100000000	0.2903810000	0.5573950000	0.7297710000	0.6168400000	2.6522300000	-1069.6100000000	0.2141680000	0.1237180000	2.1873100000	1.0000000000	32.6856000000	127.7840000000	708	431
run338	16.4425000000	91.2500000000	0.1000000000	0.8665230000	0.7077710000	0.1648520000	0.7128770000	3.0111000000	-1066.6100000000	0.1751950000	0.1534360000	1.9623600000	3.0000000000	46.4019000000	218.5890000000	270	609
run339	12.7763000000	91.2500000000	0.0100000000	0.0529075000	0.5527820000	0.4064280000	0.4243540000	3.2116600000	-1062.5200000000	0.2163030000	0.3045090000	1.9295800000	1.0000000000	40.9513000000	109.7840000000	523	496
run340	7.7766300000	91.2500000000	0.0100000000	0.9375030000	0.9084180000	0.8997240000	0.9518080000	3.0114300000	-1074.1100000000	0.1780760000	0.2294510000	2.1166200000	1.0000000000	40.0778000000	141.8350000000	421	496
run341	8.6126900000	91.2500000000	0.1000000000	0.8707770000	0.4399270000	0.8592790000	0.3321150000	2.5545800000	-1071.3200000000	0.1395980000	0.1730630000	2.0489500000	1.0000000000	41.5354000000	254.1610000000	355	542
run342	11.4494000000	365.0000000000	0.0100000000	0.5249250000	0.9970120000	0.2830190000	0.3501570000	2.7439500000	-1075.3600000000	0.0984109000	0.2637410000	2.0877400000	1.0000000000	39.9399000000	137.9040000000	522	496
run343	12.6223000000	91.2500000000	0.1000000000	0.4504080000	0.9457060000	0.0173828000	0.2100190000	2.8821600000	-1065.7800000000	0.2345070000	0.1151110000	2.0393000000	2.0000000000	31.4203000000	209.2320000000	808	302
run344	12.1278000000	91.2500000000	0.0010000000	0.8294980000	0.6853950000	0.9752840000	0.1885050000	3.0976500000	-1069.9700000000	0.2013820000	0.2172600000	2.0362100000	3.0000000000	43.9500000000	274.0720000000	211	646
run345	6.8482800000	365.0000000000	0.0100000000	0.6259470000	0.3380680000	0.9416830000	0.9103300000	3.1830600000	-1071.8400000000	0.2183660000	0.1664580000	2.1544500000	1.0000000000	47.2613000000	254.0210000000	202	684
run346	10.1015000000	182.5000000000	0.0100000000	0.0555029000	0.0381038000	0.9293850000	0.7537230000	2.6147900000	-1067.1800000000	0.1315240000	0.2065950000	1.9186100000	3.0000000000	38.0490000000	109.8270000000	523	435
run347	7.8735000000	365.0000000000	0.1000000000	0.5553850000	0.7415110000	0.5927890000	0.2138630000	3.1939000000	-1075.6700000000	0.2327470000	0.2429650000	1.9490500000	2.0000000000	46.4568000000	216.6720000000	307	646
run348	9.1063000000	91.2500000000	0.0100000000	0.8520010000	0.6201410000	0.6927790000	0.3890290000	3.1321600000	-1066.1100000000	0.1495800000	0.2020400000	1.9386900000	2.0000000000	44.8686000000	107.8980000000	191	646
run349	10.7445000000	91.2500000000	0.0010000000	0.1436800000	0.9928500000	0.3410250000	0.7060620000	3.3445800000	-1062.6300000000	0.2116650000	0.1986810000	2.0468100000	3.0000000000	33.8423000000	199.8500000000	708	431
run350	8.3397100000	91.2500000000	0.0100000000	0.1002240000	0.4355870000	0.8709460000	0.2848600000	3.0636000000	-1071.1300000000	0.2600590000	0.2653460000	1.9565000000	1.0000000000	37.5338000000	217.9540000000	658	433
run351	12.2010000000	182.5000000000	0.1000000000	0.7926690000	0.2322090000	0.4030800000	0.9804910000	3.1259900000	-1072.9700000000	0.2297400000	0.2249170000	1.9405700000	2.0000000000	38.3499000000	140.1070000000	658	433
run352	10.2981000000	91.2500000000	0.0100000000	0.6721820000	0.5678360000	0.8028370000	0.5310170000	2.5391900000	-1064.7300000000	0.2591990000	0.2693150000	1.9047200000	1.0000000000	43.7834000000	243.9560000000	307	544
run353	12.4673000000	365.0000000000	0.0010000000	0.5712500000	0.8154810000	0.6136830000	0.7413020000	2.7244700000	-1073.6600000000	0.1998310000	0.1430280000	1.8608900000	1.0000000000	30.4047000000	233.9340000000	811	299
run354	12.4291000000	91.2500000000	0.0100000000	0.8144540000	0.4887070000	0.9354690000	0.6524450000	2.9858200000	-1062.1500000000	0.2397280000	0.2251900000	2.0796500000	1.0000000000	30.6970000000	248.7840000000	756	306
run355	11.5002000000	365.0000000000	0.1000000000	0.1162460000	0.4698790000	0.8518510000	0.4853030000	3.3783200000	-1071.9500000000	0.1938770000	0.1854280000	2.0162200000	2.0000000000	35.6478000000	277.0930000000	707	431
run356	12.9525000000	365.0000000000	0.0010000000	0.9908230000	0.6402020000	0.8603430000	0.2621100000	3.2949200000	-1065.8600000000	0.2143010000	0.1369560000	1.7889800000	2.0000000000	38.4469000000	136.4880000000	523	435
run357	6.2059500000	182.5000000000	0.0010000000	0.9609290000	0.8238330000	0.5082060000	0.6490050000	2.8030100000	-1066.5800000000	0.2890110000	0.2445440000	2.0134000000	2.0000000000	39.3643000000	295.1420000000	527	496
run358	7.0266600000	365.0000000000	0.0010000000	0.5506410000	0.6936560000	0.3494100000	0.4428010000	2.8629000000	-1066.5000000000	0.2029370000	0.1341450000	1.9689300000	1.0000000000	43.4416000000	267.4240000000	420	538
